"期間","排名","國家","出口總值(新臺幣千元)","百分比","備註"
"112年2月","29","秘魯","2564409","0.27",
"112年2月","30","巴西","2518732","0.27",
"112年1月","1","中國大陸","209226121","21.71",
"112年1月","2","美國","164109258","17.03",
"112年1月","3","香港","110244537","11.44",
"112年1月","4","日本","84050685","8.72",
"112年1月","5","新加坡","51548137","5.35",
"112年1月","6","南韓","38126289","3.96",
"112年1月","7","荷蘭","32872865","3.41",
"112年1月","8","馬來西亞","32821588","3.41",
"112年1月","9","越南","25950903","2.69",
"112年1月","10","德國","20719227","2.15",
"112年1月","11","泰國","17013935","1.77",
"112年1月","12","印度","16791460","1.74",
"112年1月","13","澳大利亞","15247998","1.58",
"112年1月","14","菲律賓","15070893","1.56",
"112年1月","15","墨西哥","9705291","1.01",
"112年1月","16","英國","8820896","0.92",
"112年1月","17","加拿大","8377585","0.87",
"112年1月","18","印尼","8126473","0.84",
"112年1月","19","法國","7759328","0.8",
"112年1月","20","義大利","7375404","0.77",
"112年1月","21","比利時","5728037","0.59",
"112年1月","22","土耳其","4208164","0.44",
"112年1月","23","阿拉伯聯合大公國","3610417","0.37",
"112年1月","24","西班牙","3599595","0.37",
"112年1月","25","孟加拉","3210360","0.33",
"112年1月","26","巴西","3060357","0.32",
"112年1月","27","沙烏地阿拉伯","2939327","0.3",
"112年1月","28","波蘭","2872877","0.3",
"112年1月","29","以色列","2680244","0.28",
"112年1月","30","瓜地馬拉","2492445","0.26",
"111年1-12月","1","中國大陸","3589131409","25.24",
"111年1-12月","2","美國","2227390476","15.67",
"111年1-12月","3","香港","1917232726","13.48",
"111年1-12月","4","日本","999631517","7.03",
"111年1-12月","5","新加坡","874831220","6.15",
"111年1-12月","6","南韓","657534930","4.62",
"111年1-12月","7","馬來西亞","505598884","3.56",
"111年1-12月","8","越南","431209103","3.03",
"111年1-12月","9","荷蘭","263689301","1.85",
"111年1-12月","10","德國","261677834","1.84",
"111年1-12月","11","菲律賓","227196047","1.6",
"111年1-12月","12","澳大利亞","224340999","1.58",
"111年1-12月","13","泰國","224105331","1.58",
"111年1-12月","14","印度","158251096","1.11",
"111年1-12月","15","墨西哥","143785837","1.01",
"111年1-12月","16","英國","120192257","0.85",
"111年1-12月","17","加拿大","97688374","0.69",
"111年1-12月","18","印尼","95196071","0.67",
"111年1-12月","19","義大利","85608537","0.6",
"111年1-12月","20","比利時","81205439","0.57",
"111年1-12月","21","法國","57256576","0.4",
"111年1-12月","22","孟加拉","52979647","0.37",
"111年1-12月","23","西班牙","51746539","0.36",
"111年1-12月","24","土耳其","46709117","0.33",
"111年1-12月","25","阿拉伯聯合大公國","42227096","0.3",
"111年1-12月","26","巴西","41375364","0.29",
"111年1-12月","27","波蘭","38287555","0.27",
"111年1-12月","28","以色列","33316168","0.23",
"111年1-12月","29","沙烏地阿拉伯","31107601","0.22",
"111年1-12月","30","瑞士","26777550","0.19",
"111年12月","1","中國大陸","286904280","26.19",
"111年12月","2","美國","173846071","15.87",
"111年12月","3","香港","150622019","13.75",
"111年12月","4","日本","79284181","7.24",
"111年12月","5","新加坡","65942423","6.02",
"111年12月","6","南韓","47833057","4.37",
"111年12月","7","馬來西亞","37569529","3.43",
"111年12月","8","越南","28922890","2.64",
"111年12月","9","荷蘭","23359506","2.13",
"111年12月","10","德國","19667556","1.8",
"111年12月","11","泰國","17045900","1.56",
"111年12月","12","菲律賓","16830909","1.54",
"111年12月","13","印度","13569727","1.24",
"111年12月","14","墨西哥","12082708","1.1",
"111年12月","15","澳大利亞","10486177","0.96",
"111年12月","16","英國","9125576","0.83",
"111年12月","17","印尼","6872132","0.63",
"111年12月","18","加拿大","6617999","0.6",
"111年12月","19","義大利","5867558","0.54",
"111年12月","20","比利時","5026011","0.46",
"111年12月","21","土耳其","5002302","0.46",
"111年12月","22","法國","4970279","0.45",
"111年12月","23","阿拉伯聯合大公國","3725531","0.34",
"111年12月","24","西班牙","3566082","0.33",
"111年12月","25","沙烏地阿拉伯","3021420","0.28",
"111年12月","26","巴西","2933035","0.27",
"111年12月","27","波蘭","2895199","0.26",
"111年12月","28","俄羅斯","2797493","0.26",
"111年12月","29","以色列","2744970","0.25",
"111年12月","30","愛爾蘭","2254869","0.21",
"111年11月","1","中國大陸","284037644","24.69",
"111年11月","2","美國","187223474","16.27",
"111年11月","3","香港","147924381","12.86",
"111年11月","4","日本","94205360","8.19",
"111年11月","5","新加坡","61729385","5.37",
"111年11月","6","南韓","49154630","4.27",
"111年11月","7","馬來西亞","44310843","3.85",
"111年11月","8","越南","32866016","2.86",
"111年11月","9","泰國","22010569","1.91",
"111年11月","10","菲律賓","21614386","1.88",
"111年11月","11","德國","20805638","1.81",
"111年11月","12","荷蘭","19969135","1.74",
"111年11月","13","澳大利亞","17719675","1.54",
"111年11月","14","印度","14448489","1.26",
"111年11月","15","墨西哥","12032142","1.05",
"111年11月","16","英國","9553081","0.83",
"111年11月","17","印尼","7764067","0.67",
"111年11月","18","義大利","6468351","0.56",
"111年11月","19","加拿大","6425743","0.56",
"111年11月","20","比利時","6028493","0.52",
"111年11月","21","法國","4459237","0.39",
"111年11月","22","阿拉伯聯合大公國","3870841","0.34",
"111年11月","23","孟加拉","3842030","0.33",
"111年11月","24","西班牙","3820410","0.33",
"111年11月","25","土耳其","3485329","0.3",
"111年11月","26","巴西","3245919","0.28",
"111年11月","27","波蘭","3083496","0.27",
"111年11月","28","以色列","3043600","0.26",
"111年11月","29","沙烏地阿拉伯","2815789","0.24",
"111年11月","30","俄羅斯","2639887","0.23",
"111年10月","1","中國大陸","331320731","26.18",
"111年10月","2","美國","203340468","16.07",
"111年10月","3","香港","135073590","10.67",
"111年10月","4","日本","99661877","7.87",
"111年10月","5","新加坡","89397573","7.06",
"111年10月","6","南韓","58173363","4.6",
"111年10月","7","馬來西亞","39669297","3.13",
"111年10月","8","荷蘭","34984885","2.76",
"111年10月","9","越南","33196017","2.62",
"111年10月","10","德國","25560297","2.02",
"111年10月","11","澳大利亞","22225111","1.76",
"111年10月","12","菲律賓","21805441","1.72",
"111年10月","13","泰國","17767000","1.4",
"111年10月","14","印度","16462027","1.3",
"111年10月","15","墨西哥","12018073","0.95",
"111年10月","16","英國","11371445","0.9",
"111年10月","17","印尼","7651889","0.6",
"111年10月","18","加拿大","7378466","0.58",
"111年10月","19","比利時","7235348","0.57",
"111年10月","20","義大利","6641405","0.52",
"111年10月","21","法國","4728871","0.37",
"111年10月","22","土耳其","4342946","0.34",
"111年10月","23","阿拉伯聯合大公國","4089411","0.32",
"111年10月","24","孟加拉","4011492","0.32",
"111年10月","25","西班牙","3548731","0.28",
"111年10月","26","巴西","3426737","0.27",
"111年10月","27","波蘭","3256880","0.26",
"111年10月","28","以色列","2917313","0.23",
"111年10月","29","沙烏地阿拉伯","2754669","0.22",
"111年10月","30","愛爾蘭","2659295","0.21",
"111年9月","1","中國大陸","285984424","24.85",
"111年9月","2","美國","179767491","15.62",
"111年9月","3","香港","179299794","15.58",
"111年9月","4","日本","79203288","6.88",
"111年9月","5","新加坡","59774519","5.19",
"111年9月","6","南韓","53903115","4.68",
"111年9月","7","馬來西亞","40886160","3.55",
"111年9月","8","越南","34212450","2.97",
"111年9月","9","德國","21659237","1.88",
"111年9月","10","菲律賓","20849244","1.81",
"111年9月","11","澳大利亞","20008557","1.74",
"111年9月","12","荷蘭","19664879","1.71",
"111年9月","13","泰國","17237302","1.5",
"111年9月","14","墨西哥","11628519","1.01",
"111年9月","15","印度","11538019","1",
"111年9月","16","英國","9528596","0.83",
"111年9月","17","加拿大","8955525","0.78",
"111年9月","18","印尼","7998805","0.69",
"111年9月","19","義大利","5960880","0.52",
"111年9月","20","比利時","4621971","0.4",
"111年9月","21","法國","4208021","0.37",
"111年9月","22","阿拉伯聯合大公國","3892399","0.34",
"111年9月","23","巴西","3565285","0.31",
"111年9月","24","多哥","3285053","0.29",
"111年9月","25","土耳其","3041056","0.26",
"111年9月","26","愛爾蘭","2927940","0.25",
"111年9月","27","西班牙","2921929","0.25",
"111年9月","28","波蘭","2865604","0.25",
"111年9月","29","孟加拉","2692197","0.23",
"111年9月","30","沙烏地阿拉伯","2414375","0.21",
"111年8月","1","中國大陸","314566127","26.06",
"111年8月","2","美國","183450757","15.2",
"111年8月","3","香港","137926951","11.43",
"111年8月","4","日本","87395649","7.24",
"111年8月","5","新加坡","75514363","6.26",
"111年8月","6","南韓","58399003","4.84",
"111年8月","7","馬來西亞","51656734","4.28",
"111年8月","8","越南","35143906","2.91",
"111年8月","9","德國","24153856","2",
"111年8月","10","荷蘭","23379907","1.94",
"111年8月","11","泰國","22532548","1.87",
"111年8月","12","菲律賓","18201905","1.51",
"111年8月","13","澳大利亞","17512508","1.45",
"111年8月","14","墨西哥","13123398","1.09",
"111年8月","15","印度","11891750","0.99",
"111年8月","16","英國","10323572","0.86",
"111年8月","17","加拿大","8345270","0.69",
"111年8月","18","印尼","8256401","0.68",
"111年8月","19","多哥","7110327","0.59",
"111年8月","20","義大利","6304979","0.52",
"111年8月","21","比利時","6205214","0.51",
"111年8月","22","法國","6143373","0.51",
"111年8月","23","西班牙","3966726","0.33",
"111年8月","24","巴西","3738842","0.31",
"111年8月","25","阿拉伯聯合大公國","3601689","0.3",
"111年8月","26","土耳其","3587260","0.3",
"111年8月","27","伊拉克","3133360","0.26",
"111年8月","28","波蘭","3114089","0.26",
"111年8月","29","沙烏地阿拉伯","2843308","0.24",
"111年8月","30","以色列","2745415","0.23",
"111年7月","1","中國大陸","313443987","24.32",
"111年7月","2","美國","207409934","16.09",
"111年7月","3","香港","164625849","12.77",
"111年7月","4","日本","87098255","6.76",
"111年7月","5","新加坡","79360379","6.16",
"111年7月","6","南韓","59336352","4.6",
"111年7月","7","馬來西亞","48271587","3.74",
"111年7月","8","越南","41522351","3.22",
"111年7月","9","澳大利亞","27956544","2.17",
"111年7月","10","德國","24746723","1.92",
"111年7月","11","荷蘭","23494759","1.82",
"111年7月","12","菲律賓","20590947","1.6",
"111年7月","13","泰國","20151727","1.56",
"111年7月","14","印度","14528393","1.13",
"111年7月","15","墨西哥","12657929","0.98",
"111年7月","16","英國","11657540","0.9",
"111年7月","17","加拿大","9573768","0.74",
"111年7月","18","印尼","8502043","0.66",
"111年7月","19","義大利","7180324","0.56",
"111年7月","20","比利時","6527760","0.51",
"111年7月","21","西班牙","5997812","0.47",
"111年7月","22","法國","5425741","0.42",
"111年7月","23","孟加拉","5002273","0.39",
"111年7月","24","阿拉伯聯合大公國","4103442","0.32",
"111年7月","25","巴西","4039732","0.31",
"111年7月","26","波蘭","3760479","0.29",
"111年7月","27","土耳其","3727304","0.29",
"111年7月","28","安哥拉","3537700","0.27",
"111年7月","29","以色列","2894422","0.22",
"111年7月","30","沙烏地阿拉伯","2863276","0.22",
"111年6月","1","中國大陸","277886824","22.29",
"111年6月","2","美國","205003971","16.45",
"111年6月","3","香港","177680715","14.25",
"111年6月","4","日本","90544982","7.26",
"111年6月","5","新加坡","83129014","6.67",
"111年6月","6","南韓","61553057","4.94",
"111年6月","7","馬來西亞","52727071","4.23",
"111年6月","8","越南","36962955","2.97",
"111年6月","9","澳大利亞","22566000","1.81",
"111年6月","10","德國","22115230","1.77",
"111年6月","11","荷蘭","19766624","1.59",
"111年6月","12","泰國","17913527","1.44",
"111年6月","13","菲律賓","17435273","1.4",
"111年6月","14","印度","15353986","1.23",
"111年6月","15","墨西哥","11097075","0.89",
"111年6月","16","英國","9707573","0.78",
"111年6月","17","加拿大","9567117","0.77",
"111年6月","18","義大利","9502602","0.76",
"111年6月","19","印尼","7890085","0.63",
"111年6月","20","比利時","7885838","0.63",
"111年6月","21","孟加拉","7583939","0.61",
"111年6月","22","西班牙","5005486","0.4",
"111年6月","23","法國","4293783","0.34",
"111年6月","24","土耳其","3889420","0.31",
"111年6月","25","波蘭","3550803","0.28",
"111年6月","26","巴西","3355379","0.27",
"111年6月","27","阿拉伯聯合大公國","3204636","0.26",
"111年6月","28","以色列","3104879","0.25",
"111年6月","29","多哥","2610470","0.21",
"111年6月","30","沙烏地阿拉伯","2365803","0.19",
"111年5月","1","中國大陸","295968931","23.81",
"111年5月","2","美國","185646791","14.94",
"111年5月","3","香港","171148117","13.77",
"111年5月","4","日本","84044332","6.76",
"111年5月","5","新加坡","73568324","5.92",
"111年5月","6","南韓","58359557","4.7",
"111年5月","7","馬來西亞","48469797","3.9",
"111年5月","8","越南","41981933","3.38",
"111年5月","9","澳大利亞","27807673","2.24",
"111年5月","10","德國","22254817","1.79",
"111年5月","11","菲律賓","22225766","1.79",
"111年5月","12","荷蘭","21565897","1.74",
"111年5月","13","泰國","18902165","1.52",
"111年5月","14","墨西哥","13271231","1.07",
"111年5月","15","印度","12281388","0.99",
"111年5月","16","英國","10197306","0.82",
"111年5月","17","比利時","9073905","0.73",
"111年5月","18","加拿大","8808763","0.71",
"111年5月","19","印尼","8565823","0.69",
"111年5月","20","孟加拉","8217259","0.66",
"111年5月","21","義大利","8062899","0.65",
"111年5月","22","西班牙","5349879","0.43",
"111年5月","23","南非","4825677","0.39",
"111年5月","24","多哥","4452060","0.36",
"111年5月","25","法國","4397225","0.35",
"111年5月","26","土耳其","4395076","0.35",
"111年5月","27","巴西","3769696","0.3",
"111年5月","28","波蘭","3510127","0.28",
"111年5月","29","阿拉伯聯合大公國","3356229","0.27",
"111年5月","30","伊拉克","2987297","0.24",
"111年4月","1","中國大陸","299362931","25.06",
"111年4月","2","美國","179678968","15.04",
"111年4月","3","香港","171209294","14.33",
"111年4月","4","日本","76861105","6.43",
"111年4月","5","新加坡","73446024","6.15",
"111年4月","6","南韓","59557815","4.99",
"111年4月","7","越南","39299885","3.29",
"111年4月","8","馬來西亞","39067904","3.27",
"111年4月","9","德國","22986678","1.92",
"111年4月","10","荷蘭","21252166","1.78",
"111年4月","11","泰國","19180181","1.61",
"111年4月","12","澳大利亞","19124260","1.6",
"111年4月","13","菲律賓","16280686","1.36",
"111年4月","14","印度","15756883","1.32",
"111年4月","15","墨西哥","13725245","1.15",
"111年4月","16","英國","11208474","0.94",
"111年4月","17","加拿大","9011934","0.75",
"111年4月","18","比利時","8942631","0.75",
"111年4月","19","義大利","7738524","0.65",
"111年4月","20","印尼","7175496","0.6",
"111年4月","21","法國","4330824","0.36",
"111年4月","22","西班牙","4129818","0.35",
"111年4月","23","孟加拉","4081881","0.34",
"111年4月","24","土耳其","4022421","0.34",
"111年4月","25","巴西","3369882","0.28",
"111年4月","26","波蘭","3227440","0.27",
"111年4月","27","阿拉伯聯合大公國","3226496","0.27",
"111年4月","28","沙烏地阿拉伯","3020790","0.25",
"111年4月","29","瑞士","2746408","0.23",
"111年4月","30","紐西蘭","2730087","0.23",
"111年3月","1","中國大陸","327620711","26.66",
"111年3月","2","美國","196120451","15.96",
"111年3月","3","香港","181430279","14.77",
"111年3月","4","日本","83499877","6.8",
"111年3月","5","新加坡","71742748","5.84",
"111年3月","6","南韓","54804392","4.46",
"111年3月","7","越南","39086130","3.18",
"111年3月","8","馬來西亞","35745893","2.91",
"111年3月","9","荷蘭","20859906","1.7",
"111年3月","10","德國","20658478","1.68",
"111年3月","11","菲律賓","17969092","1.46",
"111年3月","12","泰國","16989137","1.38",
"111年3月","13","墨西哥","12725412","1.04",
"111年3月","14","印度","12504167","1.02",
"111年3月","15","澳大利亞","11445849","0.93",
"111年3月","16","英國","9862304","0.8",
"111年3月","17","印尼","8990989","0.73",
"111年3月","18","加拿大","7207767","0.59",
"111年3月","19","義大利","6957115","0.57",
"111年3月","20","比利時","6917941","0.56",
"111年3月","21","法國","6168481","0.5",
"111年3月","22","孟加拉","5190158","0.42",
"111年3月","23","西班牙","4370522","0.36",
"111年3月","24","阿拉伯聯合大公國","3697826","0.3",
"111年3月","25","土耳其","3616927","0.29",
"111年3月","26","巴西","3235830","0.26",
"111年3月","27","以色列","3158613","0.26",
"111年3月","28","波蘭","3156817","0.26",
"111年3月","29","沙烏地阿拉伯","2400398","0.2",
"111年3月","30","瑞士","2377395","0.19",
"111年2月","1","中國大陸","284066107","27.27",
"111年2月","2","香港","154226382","14.81",
"111年2月","3","美國","152583403","14.65",
"111年2月","4","新加坡","70314021","6.75",
"111年2月","5","日本","64181659","6.16",
"111年2月","6","南韓","45524441","4.37",
"111年2月","7","越南","32380676","3.11",
"111年2月","8","馬來西亞","30975749","2.97",
"111年2月","9","菲律賓","18092037","1.74",
"111年2月","10","德國","16141618","1.55",
"111年2月","11","泰國","15893466","1.53",
"111年2月","12","荷蘭","15281278","1.47",
"111年2月","13","澳大利亞","12321355","1.18",
"111年2月","14","墨西哥","9250535","0.89",
"111年2月","15","印度","9214858","0.88",
"111年2月","16","義大利","8819835","0.85",
"111年2月","17","加拿大","7536269","0.72",
"111年2月","18","英國","7486280","0.72",
"111年2月","19","比利時","6694077","0.64",
"111年2月","20","印尼","6649985","0.64",
"111年2月","21","西班牙","5108288","0.49",
"111年2月","22","孟加拉","4754588","0.46",
"111年2月","23","法國","3850738","0.37",
"111年2月","24","土耳其","3840743","0.37",
"111年2月","25","俄羅斯","2769953","0.27",
"111年2月","26","以色列","2766604","0.27",
"111年2月","27","巴西","2765072","0.27",
"111年2月","28","阿拉伯聯合大公國","2590891","0.25",
"111年2月","29","波蘭","2516803","0.24",
"111年2月","30","柬埔寨","2211966","0.21",
"111年1月","1","中國大陸","287968712","26.05",
"111年1月","2","美國","173318697","15.68",
"111年1月","3","香港","146065355","13.21",
"111年1月","4","日本","73650952","6.66",
"111年1月","5","新加坡","70912447","6.41",
"111年1月","6","南韓","50936148","4.61",
"111年1月","7","馬來西亞","36248320","3.28",
"111年1月","8","越南","35633894","3.22",
"111年1月","9","德國","20927706","1.89",
"111年1月","10","荷蘭","20110359","1.82",
"111年1月","11","泰國","18481809","1.67",
"111年1月","12","菲律賓","15300361","1.38",
"111年1月","13","澳大利亞","15167290","1.37",
"111年1月","14","印度","10701409","0.97",
"111年1月","15","墨西哥","10173570","0.92",
"111年1月","16","英國","10170510","0.92",
"111年1月","17","印尼","8878356","0.8",
"111年1月","18","加拿大","8259753","0.75",
"111年1月","19","義大利","6104065","0.55",
"111年1月","20","比利時","6046250","0.55",
"111年1月","21","法國","4280003","0.39",
"111年1月","22","西班牙","3960856","0.36",
"111年1月","23","巴西","3929955","0.36",
"111年1月","24","土耳其","3758333","0.34",
"111年1月","25","俄羅斯","3671492","0.33",
"111年1月","26","波蘭","3349818","0.3",
"111年1月","27","孟加拉","2929207","0.26",
"111年1月","28","阿拉伯聯合大公國","2867705","0.26",
"111年1月","29","以色列","2661921","0.24",
"111年1月","30","瑞士","2559172","0.23",
"110年1-12月","1","中國大陸","3525873895","28.2",
"110年1-12月","2","美國","1839106827","14.71",
"110年1-12月","3","香港","1763877411","14.11",
"110年1-12月","4","日本","818147235","6.54",
"110年1-12月","5","新加坡","720404951","5.76",
"110年1-12月","6","南韓","564086759","4.51",
"110年1-12月","7","越南","391429976","3.13",
"110年1-12月","8","馬來西亞","373298007","2.99",
"110年1-12月","9","德國","228868287","1.83",
"110年1-12月","10","荷蘭","226341054","1.81",
"110年1-12月","11","泰國","196741052","1.57",
"110年1-12月","12","菲律賓","170188492","1.36",
"110年1-12月","13","澳大利亞","134563296","1.08",
"110年1-12月","14","印度","126702934","1.01",
"110年1-12月","15","英國","116166985","0.93",
"110年1-12月","16","墨西哥","104904943","0.84",
"110年1-12月","17","印尼","86012845","0.69",
"110年1-12月","18","加拿大","84260381","0.67",
"110年1-12月","19","比利時","76620801","0.61",
"110年1-12月","20","義大利","71868450","0.57",
"110年1-12月","21","巴西","45589701","0.36",
"110年1-12月","22","西班牙","45176392","0.36",
"110年1-12月","23","法國","44395478","0.36",
"110年1-12月","24","土耳其","38319052","0.31",
"110年1-12月","25","阿拉伯聯合大公國","38276725","0.31",
"110年1-12月","26","俄羅斯","36942765","0.3",
"110年1-12月","27","波蘭","34757397","0.28",
"110年1-12月","28","孟加拉","34171060","0.27",
"110年1-12月","29","以色列","27317306","0.22",
"110年1-12月","30","沙烏地阿拉伯","25865848","0.21",
"110年12月","1","中國大陸","312133508","27.63",
"110年12月","2","香港","162032873","14.34",
"110年12月","3","美國","161778246","14.32",
"110年12月","4","日本","76484265","6.77",
"110年12月","5","新加坡","61750989","5.47",
"110年12月","6","南韓","52267961","4.63",
"110年12月","7","越南","39690102","3.51",
"110年12月","8","馬來西亞","32004650","2.83",
"110年12月","9","德國","22792941","2.02",
"110年12月","10","荷蘭","21863514","1.94",
"110年12月","11","泰國","17578220","1.56",
"110年12月","12","澳大利亞","16153170","1.43",
"110年12月","13","菲律賓","16039042","1.42",
"110年12月","14","印度","11968405","1.06",
"110年12月","15","英國","10662350","0.94",
"110年12月","16","墨西哥","10442474","0.92",
"110年12月","17","印尼","8419198","0.75",
"110年12月","18","加拿大","6094698","0.54",
"110年12月","19","義大利","6024835","0.53",
"110年12月","20","比利時","4641480","0.41",
"110年12月","21","法國","3724796","0.33",
"110年12月","22","阿拉伯聯合大公國","3637195","0.32",
"110年12月","23","西班牙","3529729","0.31",
"110年12月","24","巴西","3314894","0.29",
"110年12月","25","波蘭","3281554","0.29",
"110年12月","26","俄羅斯","3264012","0.29",
"110年12月","27","孟加拉","3191550","0.28",
"110年12月","28","土耳其","3077475","0.27",
"110年12月","29","以色列","2320800","0.21",
"110年12月","30","柬埔寨","2307006","0.2",
"110年11月","1","中國大陸","324763930","28.06",
"110年11月","2","美國","184710642","15.96",
"110年11月","3","香港","152355604","13.16",
"110年11月","4","日本","71578680","6.18",
"110年11月","5","新加坡","65081480","5.62",
"110年11月","6","南韓","51898591","4.48",
"110年11月","7","馬來西亞","39704176","3.43",
"110年11月","8","越南","31399430","2.71",
"110年11月","9","德國","21293492","1.84",
"110年11月","10","荷蘭","20527286","1.77",
"110年11月","11","泰國","16585569","1.43",
"110年11月","12","印度","13421911","1.16",
"110年11月","13","菲律賓","13327164","1.15",
"110年11月","14","澳大利亞","11259642","0.97",
"110年11月","15","英國","11218105","0.97",
"110年11月","16","墨西哥","10273827","0.89",
"110年11月","17","比利時","9608665","0.83",
"110年11月","18","加拿大","8616207","0.74",
"110年11月","19","印尼","7646834","0.66",
"110年11月","20","義大利","6038833","0.52",
"110年11月","21","孟加拉","4564972","0.39",
"110年11月","22","巴西","4104437","0.35",
"110年11月","23","法國","4000192","0.35",
"110年11月","24","西班牙","3974137","0.34",
"110年11月","25","土耳其","3841304","0.33",
"110年11月","26","波蘭","3637472","0.31",
"110年11月","27","沙烏地阿拉伯","3516153","0.3",
"110年11月","28","俄羅斯","3484047","0.3",
"110年11月","29","瑞士","2767374","0.24",
"110年11月","30","阿拉伯聯合大公國","2684851","0.23",
"110年10月","1","中國大陸","302322894","27.03",
"110年10月","2","美國","173392366","15.5",
"110年10月","3","香港","149748334","13.39",
"110年10月","4","日本","73823553","6.6",
"110年10月","5","新加坡","60431583","5.4",
"110年10月","6","南韓","51597717","4.61",
"110年10月","7","馬來西亞","34707996","3.1",
"110年10月","8","越南","29567543","2.64",
"110年10月","9","德國","22111311","1.98",
"110年10月","10","荷蘭","21536383","1.93",
"110年10月","11","泰國","16637104","1.49",
"110年10月","12","菲律賓","15005717","1.34",
"110年10月","13","澳大利亞","14642395","1.31",
"110年10月","14","印度","13818875","1.24",
"110年10月","15","英國","11035651","0.99",
"110年10月","16","印尼","9061151","0.81",
"110年10月","17","加拿大","8823660","0.79",
"110年10月","18","墨西哥","8380566","0.75",
"110年10月","19","比利時","8136950","0.73",
"110年10月","20","義大利","6980517","0.62",
"110年10月","21","西班牙","5148860","0.46",
"110年10月","22","法國","4525748","0.4",
"110年10月","23","巴西","4140620","0.37",
"110年10月","24","孟加拉","3882822","0.35",
"110年10月","25","土耳其","3617470","0.32",
"110年10月","26","阿拉伯聯合大公國","3448464","0.31",
"110年10月","27","俄羅斯","3417038","0.31",
"110年10月","28","波蘭","3396237","0.3",
"110年10月","29","沙烏地阿拉伯","2726854","0.24",
"110年10月","30","柬埔寨","2359775","0.21",
"110年9月","1","中國大陸","325356814","29.58",
"110年9月","2","美國","166192737","15.11",
"110年9月","3","香港","160086721","14.55",
"110年9月","4","日本","72165102","6.56",
"110年9月","5","新加坡","61700792","5.61",
"110年9月","6","南韓","47923628","4.36",
"110年9月","7","馬來西亞","29775171","2.71",
"110年9月","8","越南","27103331","2.46",
"110年9月","9","德國","16675390","1.52",
"110年9月","10","泰國","16392421","1.49",
"110年9月","11","荷蘭","15865334","1.44",
"110年9月","12","菲律賓","13052276","1.19",
"110年9月","13","澳大利亞","12256767","1.11",
"110年9月","14","英國","9762855","0.89",
"110年9月","15","墨西哥","9581381","0.87",
"110年9月","16","印度","9436112","0.86",
"110年9月","17","比利時","8938516","0.81",
"110年9月","18","加拿大","8773762","0.8",
"110年9月","19","印尼","7011541","0.64",
"110年9月","20","義大利","6411785","0.58",
"110年9月","21","西班牙","4176775","0.38",
"110年9月","22","法國","3638082","0.33",
"110年9月","23","土耳其","3271236","0.3",
"110年9月","24","孟加拉","3182083","0.29",
"110年9月","25","巴西","3173872","0.29",
"110年9月","26","俄羅斯","2985704","0.27",
"110年9月","27","波蘭","2925224","0.27",
"110年9月","28","阿拉伯聯合大公國","2880797","0.26",
"110年9月","29","沙烏地阿拉伯","2205985","0.2",
"110年9月","30","以色列","2143739","0.19",
"110年8月","1","中國大陸","309921456","28.11",
"110年8月","2","美國","167118432","15.16",
"110年8月","3","香港","157631038","14.3",
"110年8月","4","日本","70078147","6.36",
"110年8月","5","新加坡","68584278","6.22",
"110年8月","6","南韓","51285987","4.65",
"110年8月","7","越南","30062586","2.73",
"110年8月","8","馬來西亞","28623091","2.6",
"110年8月","9","荷蘭","19489996","1.77",
"110年8月","10","德國","19277293","1.75",
"110年8月","11","泰國","18157655","1.65",
"110年8月","12","菲律賓","15044487","1.36",
"110年8月","13","澳大利亞","12723686","1.15",
"110年8月","14","印度","11127870","1.01",
"110年8月","15","英國","9951428","0.9",
"110年8月","16","墨西哥","8513796","0.77",
"110年8月","17","比利時","8470987","0.77",
"110年8月","18","義大利","7300930","0.66",
"110年8月","19","印尼","6906286","0.63",
"110年8月","20","加拿大","6698386","0.61",
"110年8月","21","法國","3826729","0.35",
"110年8月","22","巴西","3607302","0.33",
"110年8月","23","俄羅斯","3365180","0.31",
"110年8月","24","土耳其","3233024","0.29",
"110年8月","25","波蘭","3066449","0.28",
"110年8月","26","西班牙","3017133","0.27",
"110年8月","27","孟加拉","2628926","0.24",
"110年8月","28","以色列","2549421","0.23",
"110年8月","29","阿拉伯聯合大公國","2462886","0.22",
"110年8月","30","巴基斯坦","2166411","0.2",
"110年7月","1","中國大陸","276403358","26.11",
"110年7月","2","香港","157914063","14.92",
"110年7月","3","美國","155463230","14.69",
"110年7月","4","日本","72454272","6.85",
"110年7月","5","新加坡","64889081","6.13",
"110年7月","6","南韓","47515169","4.49",
"110年7月","7","馬來西亞","34057354","3.22",
"110年7月","8","越南","33212330","3.14",
"110年7月","9","德國","22318983","2.11",
"110年7月","10","荷蘭","20366437","1.92",
"110年7月","11","泰國","16984897","1.6",
"110年7月","12","菲律賓","14577727","1.38",
